
Naive Bayes Classifier

                 Class
Attribute          CYT    NUC    MIT    ME3    ME2    ME1    EXC    VAC    POX    ERL
  OM70_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MBP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MCM1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MCM2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MCM3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MDHM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MDHC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MDHP_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  MDJ1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MDL1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  MDL2_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  MDM1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MD10_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MDS1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  EFG1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  EFG2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MEIX_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  AGAL_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  MEP1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  MER1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MER2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYMC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MET2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MT17_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MT28_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MET4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  METE_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MFA2_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  MFA3_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  MFA4_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  GRPE_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MGM1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  M101_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MGMT_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MIF2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MIG1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DPOG_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MPCP_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  C1TM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MLH1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MLP1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MASY_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  MNN1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  MNN9_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  MNS1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  MOD5_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MOT1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MPI1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MPI2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MR11_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RF1M_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT01_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT13_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT17_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT02_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM41_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT04_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM49_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM02_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT08_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM13_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM16_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM20_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM25_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM27_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM31_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM32_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM33_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM36_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM37_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM38_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM04_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM44_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM06_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM08_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RM09_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT28_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT05_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RT09_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MRS1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MRS2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MRS3_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MRS4_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSB2_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  SYDM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYFM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSH1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSH2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSH3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSH4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYKM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYMM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSN1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSN2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSN4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSP1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYR_YEAST         1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MSS1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MS16_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MS18_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MS51_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYTM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYWM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MTD1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MTF1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RU1A_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKH4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MYS1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MYS2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MYS4_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YN19_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  YN46_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YN70_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  YN94_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YNE2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAB1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAB2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAB3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAM1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYLM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAM7_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAM9_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAT1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NAT2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NCPR_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  NDC1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  CB31_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NDI1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NFS1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ADA3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NHP2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NHPA_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NHPB_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NI96_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NIN1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NIP1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NMD2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NMT_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  FBRL_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NOP2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NOP4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NOT3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NOP3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NSP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NSR1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TREA_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NUC1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RNC1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NUF1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NUF2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NUP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  N100_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  N116_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YK62_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NUP2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NU49_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  OCH1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  ACO1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  ATP9_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ATP6_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  OM45_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PORI_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  OPI1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PEM2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  ORC2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHR8_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YM38_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YINO_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  YDA2_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  PABP_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PAN1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PAP_YEAST         1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PAS1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PTSR_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  UBCX_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  PAS3_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  PAS7_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  IPB2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ATC2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  ODPA_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ODPB_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DCP1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PDC2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DCP2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DCP3_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  CNA1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  CNA2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PDI_YEAST         1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0
  PDR1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PDR3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PDR5_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PDS1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ODPX_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PEP1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  PE12_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  PEP3_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  CARP_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  END1_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  PEP8_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  PES4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT11_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT12_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT17_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT22_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RTPT_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT27_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT91_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT09_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT94_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PT54_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  K6P1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  K6P2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  6P2K_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PROF_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PGD1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  G6PI_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PGK_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PGM1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PGM2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PHD1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PPAB_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  PPAC_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  PNPP_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PPA3_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  PHO4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PPA5_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  PPB_YEAST         1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PH80_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PH84_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PH85_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCS7_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PHR_YEAST         1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PIF1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PIK1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  LONM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PIR1_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  H150_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  PIR3_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  PIS_YEAST         1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PLB1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  ATH1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  ATH2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  ATC3_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  MANA_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PMP1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  PMP2_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  ATC1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  ATN1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PMS1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PMT1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PMT2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  POB1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DPOA_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DPO2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DPOE_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DPOD_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PCNA_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DPO4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  P152_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  POP2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  CAO_YEAST         1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  PPA1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  IPY2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PPCK_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PPR1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PPX1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRTB_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  CBPY_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  PRTD_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  PRCG_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRCE_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRCD_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRCH_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRC2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
